Building_Name,Carpet_Area,BHK,Floor_Number,Location,Furnished,Type,Bathrooms,Parking,Lift,Railway_Station-KM,Price,Available_for_Rent,Rented_Price
Sai Chawl,2071,3.0,14,Worli,Semi-Furnished,3BHK,3,No,No,4,3687959,No,0
Sai Chawl,3280,4.0,18,Vile Parle East,Unfurnished,4BHK,2,Yes,Yes,2,4082900,No,0
Sai Chawl,1181,1.0,15,Dadar East,Unfurnished,1BHK,2,No,No,3,1182148,Yes,35064
Royal Plaza 404,1911,2.0,9,Dadar West,Furnished,2BHK,1,No,Yes,3,4511936,No,0
Sapphire Grandeur 425,1119,3.0,4,Kurla West,Unfurnished,3BHK,3,No,Yes,2,914801,No,0
Sai Chawl,2343,3.0,18,Kharghar,Unfurnished,3BHK,3,Yes,No,4,3335109,No,0
Golden Grandeur 498,2130,3.0,12,Worli,Furnished,3BHK,1,Yes,No,3,2360578,No,0
Sai Chawl,654,3.0,2,Kandivali West,Furnished,3BHK,3,No,Yes,2,4191065,No,0
Oceanic Arcade 36,2928,1.0,6,Bandra West,Furnished,1BHK,1,No,No,1,1038995,No,0
Sai Chawl,2887,1.0,10,Juhu,Furnished,1BHK,1,No,No,2,1299534,Yes,15552
Harmony Residency 26,3280,2.0,17,Andheri East,Unfurnished,2BHK,4,No,No,4,1652643,Yes,24750
Sunrise Palace 219,1179,2.0,4,Chembur,Semi-Furnished,2BHK,2,No,Yes,4,2637005,Yes,28829
Sai Chawl,3471,2.0,18,Seawoods,Furnished,2BHK,2,Yes,No,2,978848,Yes,34955
Skyline Residency 94,2099,1.0,24,Worli,Semi-Furnished,1BHK,4,Yes,No,4,3029103,Yes,16280
Golden Apartments 72,2234,1.0,15,Vile Parle West,Unfurnished,1BHK,2,Yes,Yes,4,2962507,No,0
Sai Chawl,3048,1.0,22,Mulund East,Unfurnished,1BHK,3,No,Yes,1,2418307,Yes,19115
Urban Residency 159,971,1.0,17,Vile Parle West,Unfurnished,1BHK,2,No,Yes,4,1716954,Yes,39072
Emerald Residency 333,651,1.0,24,Ghatkopar East,Furnished,1BHK,4,Yes,No,0,4740821,Yes,34803
Orchid Residency 492,2779,1.0,1,Mulund West,Semi-Furnished,1BHK,1,No,Yes,4,786377,Yes,33899
Galaxy Residency 239,1491,4.0,4,Andheri East,Furnished,4BHK,1,No,No,3,2463667,No,0
Metro Grandeur 322,3482,2.0,24,Ghansoli,Furnished,2BHK,2,Yes,No,0,4365993,No,0
Metro Homes 83,445,3.0,19,Sion,Semi-Furnished,3BHK,3,Yes,No,0,2075112,No,0
Emerald Grandeur 341,701,4.0,17,Santacruz West,Furnished,4BHK,3,Yes,Yes,2,1661937,Yes,28044
Silver Estate 263,3105,4.0,13,Kurla East,Furnished,4BHK,3,No,Yes,1,1680365,Yes,17413
Sai Chawl,2821,1.0,21,Bandra West,Unfurnished,1BHK,1,Yes,Yes,4,3133730,No,0
Sai Chawl,1281,3.0,7,Goregaon West,Semi-Furnished,3BHK,3,Yes,Yes,0,1365485,Yes,15554
Sai Chawl,554,4.0,23,Mulund West,Unfurnished,4BHK,1,No,Yes,1,2270743,Yes,39688
Metro Apartments 53,1437,3.0,12,Ghatkopar West,Semi-Furnished,3BHK,4,No,No,4,4242180,No,0
Sai Chawl,1114,1.0,8,Nerul,Unfurnished,1BHK,2,Yes,Yes,2,4450723,No,0
Sunrise Apartments 2,2471,3.0,18,Borivali East,Semi-Furnished,3BHK,1,No,Yes,4,561672,No,0
Sai Chawl,2853,1.0,12,Worli,Semi-Furnished,1BHK,4,Yes,No,2,1736780,No,0
Sai Chawl,448,3.0,11,Belapur,Unfurnished,3BHK,1,Yes,No,2,2395318,Yes,27121
Galaxy Residency 98,3290,1.0,14,Kandivali East,Furnished,1BHK,3,No,No,4,3860864,No,0
Sai Chawl,2006,4.0,12,Kandivali East,Furnished,4BHK,4,No,Yes,0,2954057,Yes,29308
Sapphire Enclave 142,3456,1.0,15,Airoli,Unfurnished,1BHK,2,No,Yes,2,3842702,Yes,32860
Metro Arcade 212,544,1.0,1,Panvel,Semi-Furnished,1BHK,4,Yes,Yes,3,4437106,Yes,33364
Sai Chawl,677,4.0,23,Powai,Unfurnished,4BHK,3,Yes,No,1,4490614,No,0
Sunrise Palace 237,3026,2.0,20,Ghansoli,Furnished,2BHK,4,No,Yes,4,2047426,Yes,26023
Shanti Apartments 12,2786,4.0,17,Vile Parle West,Unfurnished,4BHK,3,Yes,No,0,1320317,No,0
Green Enclave 354,3405,1.0,4,Borivali East,Furnished,1BHK,3,Yes,Yes,3,646830,No,0
Lakeview View 84,476,3.0,11,Airoli,Unfurnished,3BHK,4,No,Yes,3,4764527,No,0
Sai Chawl,629,4.0,4,Vashi,Furnished,4BHK,2,No,No,3,2968694,No,0
Palm Heights 279,1693,1.0,9,Kurla East,Furnished,1BHK,4,Yes,No,1,4199161,Yes,39463
Metro Residency 334,3191,1.0,5,Kurla East,Semi-Furnished,1BHK,2,Yes,No,3,631588,Yes,27877
Sai Chawl,2395,3.0,21,Kandivali East,Unfurnished,3BHK,4,Yes,No,1,868209,No,0
Crystal Heights 44,3248,3.0,18,Juhu,Unfurnished,3BHK,3,No,No,4,1775672,Yes,21016
Sai Grandeur 369,2498,1.0,7,Goregaon East,Furnished,1BHK,2,Yes,No,2,4782205,Yes,9960
Sai Chawl,2533,2.0,5,Belapur,Furnished,2BHK,3,No,No,2,4298592,No,0
Orchid Palace 56,2749,4.0,4,Worli,Furnished,4BHK,3,No,Yes,3,1041604,No,0
Metro Residency 476,707,2.0,20,Bandra West,Unfurnished,2BHK,4,Yes,Yes,4,4859369,No,0
Sai Chawl,2281,3.0,23,Kandivali West,Unfurnished,3BHK,1,Yes,No,2,3988402,Yes,18663
Royal View 32,2354,3.0,18,Airoli,Semi-Furnished,3BHK,3,Yes,Yes,2,1688369,No,0
Harmony Residency 265,2535,2.0,7,Vile Parle West,Furnished,2BHK,1,No,Yes,4,4002279,No,0
Crystal Plaza 107,2957,1.0,9,Chembur,Semi-Furnished,1BHK,3,No,Yes,4,1015000,Yes,15383
Lakeview Estate 95,2294,2.0,24,Seawoods,Semi-Furnished,2BHK,4,Yes,No,3,602407,Yes,18920
Sai Chawl,3479,3.0,19,Worli,Furnished,3BHK,1,Yes,No,4,4959234,Yes,33684
Sai Chawl,3294,4.0,2,Borivali East,Unfurnished,4BHK,2,No,No,0,865056,Yes,24878
Sai Chawl,3310,3.0,5,Borivali West,Semi-Furnished,3BHK,2,Yes,Yes,4,2504737,No,0
Elite Park 28,1491,1.0,3,Borivali East,Semi-Furnished,1BHK,4,Yes,No,2,1651769,Yes,12576
Skyline Apartments 18,1091,2.0,18,Juhu,Unfurnished,2BHK,2,No,No,2,1959890,Yes,28205
Sai Chawl,3078,4.0,8,Kandivali East,Unfurnished,4BHK,1,No,Yes,0,2955628,Yes,13763
Sai Chawl,2127,1.0,3,Santacruz West,Semi-Furnished,1BHK,1,Yes,Yes,3,3069636,No,0
Sai Chawl,881,1.0,21,Seawoods,Unfurnished,1BHK,4,No,Yes,0,2781306,Yes,21785
Galaxy Heights 97,2222,1.0,14,Ghansoli,Furnished,1BHK,2,No,No,2,1406660,Yes,20750
Sai Chawl,556,2.0,24,Airoli,Unfurnished,2BHK,4,Yes,No,1,4737550,Yes,22769
Sai Chawl,3155,1.0,20,Kurla East,Unfurnished,1BHK,4,No,Yes,1,1749584,No,0
Golden Arcade 162,2768,3.0,10,Ghansoli,Unfurnished,3BHK,3,No,No,2,3975474,Yes,37487
Green View 463,749,4.0,20,Bandra East,Unfurnished,4BHK,1,Yes,Yes,4,3293141,No,0
Sai Chawl,1116,4.0,3,Bandra East,Furnished,4BHK,3,No,Yes,0,2351265,Yes,19700
Oceanic Enclave 318,3310,1.0,7,Panvel,Unfurnished,1BHK,2,No,No,3,4394034,No,0
Oceanic Homes 112,3330,2.0,12,Andheri West,Semi-Furnished,2BHK,3,No,No,3,4694608,No,0
Golden Arcade 299,3097,4.0,1,Andheri East,Semi-Furnished,4BHK,2,Yes,Yes,2,1521671,Yes,32797
Oceanic Tower 468,1617,2.0,21,Dadar West,Unfurnished,2BHK,3,No,Yes,2,3286829,No,0
Lakeview Villa 111,2165,1.0,3,Santacruz West,Semi-Furnished,1BHK,2,No,Yes,1,4180335,No,0
Sai Chawl,648,2.0,14,Vile Parle West,Furnished,2BHK,1,No,No,2,2556094,No,0
Green View 128,1583,4.0,13,Mulund East,Unfurnished,4BHK,1,No,No,1,3125524,No,0
Sai Chawl,509,1.0,22,Mulund West,Semi-Furnished,1BHK,1,Yes,No,0,4039359,No,0
Sai Chawl,2874,3.0,8,Malad East,Furnished,3BHK,3,No,Yes,0,3786436,Yes,9605
Oceanic Homes 403,1029,1.0,4,Ghansoli,Furnished,1BHK,2,Yes,No,0,584418,No,0
Sapphire Enclave 176,803,3.0,14,Mulund East,Furnished,3BHK,1,No,No,4,2097390,Yes,31496
Emerald Park 48,422,4.0,6,Ghatkopar West,Furnished,4BHK,1,Yes,No,0,1441970,No,0
Urban Apartments 7,1805,3.0,16,Panvel,Furnished,3BHK,1,Yes,No,0,1644944,No,0
Sai Arcade 129,2572,3.0,3,Worli,Furnished,3BHK,4,No,Yes,4,3536158,No,0
Lakeview Tower 145,823,2.0,4,Worli,Unfurnished,2BHK,2,Yes,No,0,4736328,Yes,16934
Urban Arcade 497,3193,1.0,23,Andheri East,Unfurnished,1BHK,3,Yes,No,2,1826400,No,0
Sai Chawl,3401,4.0,14,Malad East,Unfurnished,4BHK,3,No,Yes,3,1421759,Yes,15013
Sunrise Villa 71,1499,4.0,23,Bandra East,Semi-Furnished,4BHK,3,Yes,No,4,2975109,Yes,32244
Galaxy Apartments 495,3448,3.0,11,Panvel,Furnished,3BHK,4,Yes,Yes,2,4077753,Yes,23998
Sai Chawl,2088,2.0,14,Dadar West,Furnished,2BHK,2,Yes,Yes,3,1855204,Yes,36046
Palm Villa 248,419,1.0,6,Kurla East,Unfurnished,1BHK,3,Yes,Yes,4,2551215,Yes,26376
Sai Chawl,1598,3.0,5,Lower Parel,Unfurnished,3BHK,1,Yes,No,4,2523871,Yes,28018
Skyline Villa 191,768,1.0,11,Lower Parel,Furnished,1BHK,2,Yes,Yes,4,3934614,Yes,10101
Sai Chawl,863,2.0,9,Kurla West,Unfurnished,2BHK,4,No,Yes,3,580375,No,0
Sai Chawl,1731,1.0,24,Airoli,Unfurnished,1BHK,4,No,No,4,2228204,No,0
Royal Heights 153,2081,2.0,13,Goregaon East,Unfurnished,2BHK,1,No,No,2,3478905,No,0
Sai Chawl,487,1.0,1,Dadar West,Semi-Furnished,1BHK,4,No,Yes,4,3336648,No,0
Sapphire Grandeur 54,3276,1.0,16,Kharghar,Semi-Furnished,1BHK,3,No,Yes,1,3381097,No,0
Sai Chawl,537,1.0,6,Lower Parel,Unfurnished,1BHK,4,No,Yes,2,2361470,Yes,8541
Sai Chawl,2917,1.0,15,Juhu,Furnished,1BHK,4,No,No,1,3807738,No,0
Galaxy Residency 216,2833,1.0,12,Sion,Furnished,1BHK,1,Yes,Yes,4,4103275,Yes,9330
Orchid Homes 400,1155,1.0,9,Panvel,Unfurnished,1BHK,4,No,No,1,4686198,No,0
Sai Chawl,2207,4.0,10,Airoli,Furnished,4BHK,2,Yes,No,1,4969833,Yes,11773
Harmony Residency 26,2568,1.0,3,Kurla West,Unfurnished,1BHK,3,No,No,0,941166,No,0
Elite Villa 93,1097,2.0,12,Dadar East,Unfurnished,2BHK,3,Yes,No,1,4627685,Yes,33662
Lakeview Enclave 481,2287,4.0,20,Vile Parle West,Unfurnished,4BHK,2,No,No,1,721935,Yes,18132
Crystal Villa 385,1549,2.0,17,Vile Parle West,Furnished,2BHK,4,No,No,3,4512165,No,0
Sai Chawl,1681,1.0,14,Bandra West,Semi-Furnished,1BHK,4,No,No,0,3151742,No,0
Lakeview Enclave 481,2311,2.0,21,Borivali West,Furnished,2BHK,1,No,No,1,4926361,Yes,38455
Sai Chawl,1018,2.0,17,Chembur,Furnished,2BHK,1,No,No,2,1948752,No,0
Galaxy Homes 164,1424,3.0,16,Seawoods,Furnished,3BHK,2,Yes,Yes,1,1172454,No,0
Sai Chawl,1809,2.0,16,Seawoods,Unfurnished,2BHK,2,No,Yes,0,4173812,No,0
Sai Chawl,586,1.0,17,Juhu,Semi-Furnished,1BHK,4,Yes,Yes,4,1196122,No,0
Sai Chawl,1718,4.0,21,Worli,Furnished,4BHK,3,Yes,Yes,1,3128499,No,0
Orchid Enclave 269,2689,3.0,8,Andheri West,Furnished,3BHK,2,No,No,3,4750239,No,0
Emerald Residency 290,1087,2.0,24,Mulund West,Furnished,2BHK,2,No,Yes,4,3237493,No,0
Skyline Park 253,2257,2.0,7,Kurla West,Unfurnished,2BHK,2,No,Yes,4,2883928,No,0
Crystal Villa 385,2518,3.0,2,Sion,Furnished,3BHK,2,No,No,3,4088969,No,0
Sai Chawl,2490,3.0,22,Seawoods,Unfurnished,3BHK,3,No,No,0,3988669,Yes,35159
Elite Grandeur 232,3058,2.0,7,Juhu,Unfurnished,2BHK,3,No,No,4,1257337,Yes,20521
Sai Chawl,3481,1.0,4,Airoli,Unfurnished,1BHK,4,No,No,2,2334767,No,0
Sai Chawl,2046,2.0,13,Kurla East,Semi-Furnished,2BHK,1,No,No,4,1190194,Yes,16110
Sai Chawl,2410,1.0,24,Dadar West,Furnished,1BHK,1,No,No,4,1396439,No,0
Sai Chawl,1567,4.0,17,Lower Parel,Unfurnished,4BHK,2,No,Yes,3,3548357,No,0
Sai Chawl,1971,4.0,13,Mulund West,Semi-Furnished,4BHK,3,No,No,3,1992600,No,0
Green Arcade 173,738,1.0,7,Vile Parle East,Semi-Furnished,1BHK,3,No,No,4,3069118,Yes,29746
Silver Arcade 178,1763,3.0,20,Borivali West,Semi-Furnished,3BHK,1,No,Yes,3,897714,Yes,21029
Royal Plaza 155,3478,3.0,19,Lower Parel,Unfurnished,3BHK,2,No,No,2,1207951,No,0
Skyline Plaza 399,1174,1.0,24,Borivali West,Unfurnished,1BHK,1,No,No,2,4397359,No,0
Sai Chawl,1185,3.0,4,Andheri East,Furnished,3BHK,4,Yes,No,4,4950385,Yes,35388
Orchid Palace 61,611,2.0,24,Bandra East,Furnished,2BHK,2,No,No,0,1879876,No,0
Green Homes 296,1567,2.0,17,Malad West,Furnished,2BHK,4,Yes,Yes,0,3173450,Yes,8538
Sai Chawl,512,3.0,19,Panvel,Furnished,3BHK,1,Yes,No,2,3507866,Yes,9506
Sai Chawl,2952,4.0,24,Andheri West,Semi-Furnished,4BHK,3,No,Yes,2,3258168,Yes,31681
Sai Chawl,1541,1.0,4,Santacruz West,Unfurnished,1BHK,3,No,Yes,3,4296378,Yes,14604
Crystal Heights 44,1352,3.0,9,Goregaon East,Furnished,3BHK,4,Yes,Yes,4,2334526,No,0
Orchid Residency 220,2168,3.0,17,Panvel,Furnished,3BHK,4,No,Yes,1,3718529,Yes,33169
Skyline Arcade 288,3382,4.0,22,Lower Parel,Unfurnished,4BHK,3,Yes,Yes,2,1314727,Yes,23454
Sai Chawl,1463,3.0,24,Malad East,Unfurnished,3BHK,1,Yes,No,2,1154027,Yes,22031
Sai Chawl,531,2.0,1,Vile Parle West,Unfurnished,2BHK,3,No,No,2,3163998,Yes,8472
Galaxy Apartments 380,1864,1.0,12,Borivali East,Semi-Furnished,1BHK,4,No,No,2,560056,No,0
Oceanic Plaza 455,646,4.0,14,Vile Parle West,Semi-Furnished,4BHK,3,No,No,1,628007,Yes,13363
Galaxy Enclave 204,1916,1.0,2,Airoli,Furnished,1BHK,3,No,No,3,2186862,Yes,11507
Sai Chawl,1849,4.0,22,Kurla East,Semi-Furnished,4BHK,4,Yes,Yes,2,3961306,Yes,26453
Orchid Grandeur 410,2125,4.0,13,Ghansoli,Semi-Furnished,4BHK,2,No,No,2,4602330,Yes,30696
Royal Tower 207,3457,4.0,11,Bandra West,Semi-Furnished,4BHK,4,Yes,No,3,2127858,No,0
Sai Chawl,3212,2.0,14,Ghansoli,Furnished,2BHK,1,Yes,Yes,4,3169649,No,0
Galaxy Park 457,839,2.0,21,Bandra East,Furnished,2BHK,4,Yes,No,2,3445171,Yes,27669
Sai Chawl,1698,1.0,5,Mulund West,Furnished,1BHK,3,Yes,No,2,4025496,No,0
Sai Chawl,1089,1.0,23,Ghatkopar East,Furnished,1BHK,1,Yes,No,0,1036419,Yes,25795
Royal Apartments 467,1470,2.0,20,Sion,Unfurnished,2BHK,4,Yes,Yes,3,1169125,No,0
Sai Chawl,1414,2.0,2,Bandra East,Unfurnished,2BHK,1,Yes,No,1,3136880,Yes,26077
Sai Chawl,1491,2.0,21,Dadar East,Semi-Furnished,2BHK,3,Yes,Yes,1,3395763,No,0
Sai Chawl,2548,3.0,17,Panvel,Furnished,3BHK,3,Yes,No,3,2357007,Yes,38489
Sai Chawl,1139,2.0,12,Kharghar,Furnished,2BHK,4,Yes,Yes,0,2547952,Yes,23724
Green Estate 139,2290,1.0,14,Kandivali West,Furnished,1BHK,1,Yes,No,3,1258240,Yes,13483
Palm Homes 218,680,1.0,9,Borivali East,Furnished,1BHK,3,Yes,No,2,1028682,No,0
Sai Homes 472,3346,4.0,18,Malad West,Semi-Furnished,4BHK,2,Yes,No,4,4182495,Yes,8724
Sai Chawl,1954,3.0,4,Kandivali East,Unfurnished,3BHK,3,Yes,No,1,3563995,Yes,39902
Sai Chawl,1070,1.0,14,Powai,Semi-Furnished,1BHK,2,No,Yes,3,3504349,No,0
Sai Chawl,2213,1.0,18,Mulund West,Furnished,1BHK,2,Yes,Yes,4,2017274,Yes,19900
Orchid Park 156,1703,3.0,23,Santacruz East,Semi-Furnished,3BHK,2,Yes,Yes,4,4644735,Yes,10873
Sunrise Palace 219,3470,4.0,24,Goregaon West,Furnished,4BHK,4,No,Yes,3,503137,Yes,32151
Golden Enclave 190,759,3.0,20,Worli,Semi-Furnished,3BHK,4,Yes,Yes,0,2843228,Yes,33130
Lakeview Arcade 343,1681,4.0,18,Ghansoli,Semi-Furnished,4BHK,2,Yes,Yes,4,4332309,Yes,32137
Golden Homes 307,2600,3.0,2,Kurla West,Unfurnished,3BHK,1,Yes,No,4,3944219,Yes,17267
Sai Chawl,3284,2.0,9,Vashi,Furnished,2BHK,2,No,No,3,3727194,Yes,21310
Sai Chawl,2875,3.0,24,Bandra East,Furnished,3BHK,1,Yes,No,4,2244861,Yes,11424
Golden Grandeur 498,2519,2.0,6,Vashi,Unfurnished,2BHK,2,No,No,1,3438267,No,0
Urban Residency 213,3276,4.0,1,Santacruz East,Semi-Furnished,4BHK,3,No,Yes,1,2721267,Yes,29638
Sai Chawl,2685,2.0,1,Worli,Semi-Furnished,2BHK,3,Yes,No,1,3586994,No,0
Golden Enclave 190,2863,3.0,11,Lower Parel,Furnished,3BHK,4,No,Yes,3,2125387,Yes,9439
Lakeview Enclave 481,1622,2.0,4,Malad West,Unfurnished,2BHK,2,Yes,No,1,1355035,No,0
Sai Homes 472,2320,3.0,9,Bandra East,Furnished,3BHK,3,Yes,Yes,0,1520986,No,0
Harmony Residency 26,919,1.0,6,Goregaon East,Furnished,1BHK,3,No,Yes,2,1300481,Yes,39989
Galaxy Residency 239,2862,4.0,14,Ghansoli,Furnished,4BHK,2,No,Yes,3,4677363,No,0
Sai Chawl,3113,4.0,14,Vile Parle East,Furnished,4BHK,2,No,No,3,1365215,Yes,14883
Shanti Plaza 378,508,3.0,9,Goregaon East,Semi-Furnished,3BHK,4,No,No,1,2499901,No,0
Orchid Grandeur 410,1463,4.0,20,Malad West,Semi-Furnished,4BHK,3,Yes,No,3,2883353,No,0
Sai Chawl,1641,4.0,22,Malad East,Semi-Furnished,4BHK,1,No,No,2,3825164,No,0
Sai Chawl,3399,3.0,1,Chembur,Semi-Furnished,3BHK,2,Yes,Yes,3,1424614,Yes,34911
Sai Chawl,829,1.0,15,Juhu,Unfurnished,1BHK,3,No,No,2,4514258,Yes,32085
Sai Chawl,2972,1.0,1,Goregaon East,Unfurnished,1BHK,3,Yes,Yes,3,1548503,No,0
Harmony Grandeur 238,613,2.0,23,Panvel,Semi-Furnished,2BHK,4,No,Yes,3,2122686,Yes,22913
Urban Grandeur 209,1855,2.0,24,Vashi,Unfurnished,2BHK,4,No,No,1,1604750,No,0
Emerald Plaza 246,571,4.0,15,Kurla East,Unfurnished,4BHK,2,Yes,No,3,2244489,No,0
Royal Villa 451,1374,3.0,8,Dadar West,Semi-Furnished,3BHK,4,No,No,4,3557693,No,0
Sunrise Park 370,1331,4.0,11,Goregaon West,Semi-Furnished,4BHK,2,No,Yes,2,3464721,Yes,24246
Metro Estate 177,3228,3.0,10,Goregaon West,Furnished,3BHK,1,No,No,2,4223746,No,0
Sai Chawl,551,2.0,11,Borivali West,Semi-Furnished,2BHK,3,No,Yes,2,3240931,No,0
Sai Chawl,1512,3.0,19,Seawoods,Furnished,3BHK,4,No,No,3,1273818,No,0
Palm Estate 462,679,2.0,22,Lower Parel,Semi-Furnished,2BHK,3,Yes,Yes,1,3680248,No,0
Royal Villa 298,2821,2.0,7,Ghatkopar East,Semi-Furnished,2BHK,2,No,Yes,3,2000848,No,0
Galaxy Enclave 204,506,2.0,14,Santacruz East,Unfurnished,2BHK,3,Yes,No,3,2572083,No,0
Sai Chawl,2215,4.0,23,Goregaon West,Furnished,4BHK,3,No,No,2,4293352,Yes,27279
Skyline Homes 247,2280,1.0,21,Belapur,Semi-Furnished,1BHK,2,No,No,1,4507371,Yes,31904
Harmony Homes 314,2409,4.0,22,Bandra East,Furnished,4BHK,1,No,No,3,3388612,Yes,26188
Sapphire View 141,1918,4.0,11,Mulund West,Unfurnished,4BHK,4,Yes,Yes,3,1907249,Yes,12345
Sapphire Grandeur 158,447,4.0,20,Lower Parel,Unfurnished,4BHK,3,Yes,Yes,1,2807562,Yes,11629
Metro Plaza 483,2184,3.0,21,Malad East,Semi-Furnished,3BHK,4,Yes,Yes,3,4865365,No,0
Sai Chawl,1335,3.0,6,Andheri West,Semi-Furnished,3BHK,3,No,Yes,3,3446159,Yes,37351
Sai Estate 317,2024,1.0,13,Santacruz East,Unfurnished,1BHK,3,Yes,No,3,1077440,Yes,16159
Lakeview Estate 175,1910,4.0,22,Lower Parel,Semi-Furnished,4BHK,2,Yes,No,0,4862873,Yes,10166
Palm Tower 381,1576,2.0,19,Kandivali East,Furnished,2BHK,3,Yes,No,2,4678716,No,0
Galaxy Residency 98,2132,3.0,23,Borivali West,Unfurnished,3BHK,1,No,No,2,1159081,No,0
Sunrise View 109,3485,2.0,14,Malad East,Furnished,2BHK,1,No,No,2,2752430,Yes,23633
Galaxy Residency 98,2785,2.0,21,Juhu,Semi-Furnished,2BHK,1,Yes,No,2,3477787,Yes,20958
Sai Chawl,2462,2.0,1,Santacruz East,Unfurnished,2BHK,4,Yes,No,3,4120811,Yes,14687
Sai Chawl,968,1.0,9,Andheri West,Unfurnished,1BHK,4,Yes,No,1,3664597,No,0
Sai Chawl,1703,2.0,10,Santacruz East,Furnished,2BHK,4,No,Yes,0,679114,Yes,11941
Sai Chawl,860,1.0,20,Mulund East,Semi-Furnished,1BHK,2,Yes,No,4,4259950,No,0
Harmony Apartments 480,2859,2.0,21,Seawoods,Semi-Furnished,2BHK,4,Yes,No,2,2614662,Yes,24438
Orchid Residency 431,2540,3.0,23,Bandra East,Furnished,3BHK,2,Yes,Yes,1,4956878,No,0
Harmony Homes 276,878,3.0,17,Ghatkopar West,Unfurnished,3BHK,2,Yes,No,0,1404728,No,0
Sunrise Estate 46,1318,1.0,11,Andheri East,Unfurnished,1BHK,3,No,No,3,3428767,Yes,22824
Galaxy Arcade 79,1589,4.0,21,Lower Parel,Semi-Furnished,4BHK,3,Yes,Yes,3,4503710,No,0
Palm Estate 409,3123,4.0,20,Malad West,Furnished,4BHK,1,Yes,Yes,3,4395300,Yes,27429
Palm Plaza 367,653,3.0,22,Kharghar,Semi-Furnished,3BHK,2,No,No,2,1914613,Yes,15728
Emerald Residency 210,2015,4.0,4,Lower Parel,Furnished,4BHK,3,Yes,Yes,0,1110445,No,0
Green Homes 185,2352,3.0,24,Borivali East,Furnished,3BHK,3,No,Yes,0,3575571,Yes,19882
Sai Chawl,2377,4.0,15,Dadar East,Unfurnished,4BHK,1,Yes,Yes,2,636381,No,0
Elite Residency 308,2756,1.0,2,Vile Parle West,Semi-Furnished,1BHK,3,No,Yes,3,3752683,Yes,33314
Sai Chawl,1063,4.0,21,Kurla East,Unfurnished,4BHK,1,Yes,Yes,2,3092511,No,0
Sapphire Grandeur 158,2138,1.0,10,Ghansoli,Semi-Furnished,1BHK,4,Yes,No,1,2018547,No,0
Sai Chawl,2982,3.0,16,Mulund West,Unfurnished,3BHK,1,Yes,Yes,1,914607,Yes,21512
Palm Heights 405,565,1.0,10,Dadar West,Furnished,1BHK,4,Yes,No,2,4979758,No,0
Sai Chawl,3160,3.0,24,Vile Parle East,Semi-Furnished,3BHK,4,No,No,3,2679343,Yes,21528
Sai Chawl,2662,1.0,16,Borivali East,Semi-Furnished,1BHK,2,Yes,No,1,4864710,No,0
Sai Chawl,2587,1.0,10,Santacruz West,Furnished,1BHK,2,Yes,No,4,1656314,Yes,26883
Sai Chawl,3001,3.0,3,Bandra West,Unfurnished,3BHK,3,Yes,No,4,1417121,Yes,8911
Sai Chawl,1296,3.0,1,Kandivali West,Unfurnished,3BHK,3,No,No,3,518997,No,0
Oceanic Apartments 365,469,3.0,2,Dadar West,Furnished,3BHK,4,Yes,Yes,0,2056806,No,0
Sai Chawl,1313,4.0,10,Kandivali West,Unfurnished,4BHK,2,No,No,2,3132852,Yes,8175
Lakeview Tower 145,2216,3.0,7,Borivali East,Semi-Furnished,3BHK,1,No,Yes,4,4876970,No,0
Golden Grandeur 498,1995,3.0,5,Seawoods,Unfurnished,3BHK,4,No,No,2,652102,Yes,19129
Oceanic Enclave 91,3291,2.0,15,Ghansoli,Furnished,2BHK,2,Yes,No,2,2552908,No,0
Crystal Residency 73,1435,1.0,3,Panvel,Furnished,1BHK,2,Yes,Yes,4,1263940,No,0
Sai Chawl,1114,1.0,7,Goregaon East,Unfurnished,1BHK,2,No,No,4,4079054,Yes,10455
Harmony Homes 276,795,2.0,20,Kandivali West,Unfurnished,2BHK,4,Yes,No,4,2386338,No,0
Emerald Arcade 226,2228,1.0,24,Seawoods,Unfurnished,1BHK,4,Yes,No,2,2372623,No,0
Sai Chawl,1094,1.0,24,Seawoods,Unfurnished,1BHK,3,No,Yes,2,2116773,Yes,36617
Sai Chawl,2162,1.0,2,Bandra East,Furnished,1BHK,4,Yes,Yes,1,2940064,No,0
Sai Residency 406,3033,1.0,9,Santacruz West,Furnished,1BHK,2,Yes,Yes,1,1513568,No,0
Shanti Villa 19,1260,1.0,11,Dadar West,Semi-Furnished,1BHK,4,Yes,Yes,1,1310201,Yes,38638
Emerald Residency 210,3057,2.0,18,Lower Parel,Semi-Furnished,2BHK,1,Yes,Yes,3,4919077,No,0
Golden Estate 325,2777,2.0,5,Bandra East,Furnished,2BHK,4,No,No,1,4154296,Yes,26733
Palm Heights 346,1678,4.0,14,Lower Parel,Unfurnished,4BHK,3,No,Yes,2,3813335,Yes,39667
Crystal Residency 73,549,1.0,19,Goregaon West,Unfurnished,1BHK,1,No,No,4,1968335,Yes,31435
Sunrise Apartments 2,2006,3.0,4,Borivali West,Unfurnished,3BHK,3,No,No,1,1226961,Yes,24153
Orchid Estate 376,454,2.0,4,Andheri East,Semi-Furnished,2BHK,1,Yes,No,2,4930969,No,0
Sai Chawl,689,4.0,14,Santacruz West,Unfurnished,4BHK,4,Yes,Yes,1,2178196,No,0
Golden Apartments 27,1893,1.0,14,Malad East,Furnished,1BHK,4,Yes,Yes,4,985223,Yes,24834
